"Genes_core","PGFam_core"
"PGF_00053574","Sorbitol dehydrogenase homologue (EC:1.1.1.14)"
"PGF_00038821","Sugar-phosphate cytidylyltransferase"
"PGF_00067016","Xylitol dehydrogenase"
"PGF_00043297","CDP-ribitol ribitolphosphotransferase (EC 2.7.8.14)"
"PGF_00414998","CDP-ribitol:poly(ribitol phosphate) ribitol phosphotransferase"
"PGF_00009088","Glycosyl transferase family protein, putative"
"PGF_08080265","Autolysis histidine kinase LytS"
"PGF_03110572","Autolysis response regulater LytR"
"PGF_01151115","Antiholin-like protein LrgA"
"PGF_00017655","LrgA-associated membrane protein LrgB"
"PGF_00025784","Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent"
"PGF_06916656","Transcriptional regulator, GntR family"
"PGF_00029557","PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.193) / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.193) / PTS system, N-acetylglucosamine-specific IIC component"
"PGF_00049542","SAM-dependent methyltransferase HI0095 (UbiE paralog)"
"PGF_00043818","Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5)"
"PGF_03469477","hypothetical protein"
"PGF_00931013","Choloylglycine hydrolase (EC 3.5.1.24)"
"PGF_00009965","Glycyl-glycine endopeptidase LytM precursor (EC 3.4.24.75)"
"PGF_00884706","Efflux ABC transporter, ATP-binding protein"
"PGF_00050285","Secretory antigen precursor SsaA"
"PGF_00827526","6 kDa early secretory antigenic target ESAT-6 (EsxA)"
"PGF_00043855","Putative secretion accessory protein EsaA/YueB @ Bacteriophage SPP1 receptor"
"PGF_00043867","Putative secretion system component EssA"
"PGF_00043872","Putative secretion system component EssB/YukC"
"PGF_00006434","FtsK/SpoIIIE family protein, putative EssC/YukB component of Type VII secretion system"
"PGF_03467272","hypothetical protein"
"PGF_03474571","hypothetical protein"
"PGF_03474561","Lmo0069 homolog within ESAT-6 gene cluster"
"PGF_00083752","hypothetical protein"
"PGF_03474564","hypothetical protein"
"PGF_03474567","hypothetical protein"
"PGF_03473359","hypothetical protein"
"PGF_00047543","Repetitive hypothetical protein near ESAT cluster, SA0282 homolog"
"PGF_10531688","formate/nitrite transporter family protein"
"PGF_10545941","ABC transporter, permease protein"
"PGF_00030899","Perfringolysin O regulator protein PfoR"
"PGF_00037292","Probable pyrimidine nucleoside transport protein associated with pseudouridine catabolism"
"PGF_00036306","Predicted sialic acid transporter"
"PGF_03186495","N-acetylmannosamine kinase (EC 2.7.1.60)"
"PGF_00051890","Sialic acid utilization regulator, RpiR family"
"PGF_00035897","Predicted histidine uptake transporter"
"PGF_00017035","Lipase precursor (EC 3.1.1.3)"
"PGF_00036865","Lipoylation-related NADH-dependent flavin oxidoreductase"
"PGF_01751681","Luciferase-like monooxygenase in lipoylation-related cluster"
"PGF_01212363","Macro domain protein YmdB, possibly ADP-ribose binding"
"PGF_00693720","NAD-dependent protein deacetylase of SIR2 family"
"PGF_06839522","NAD-dependent, hopanoid-associated epimerase/dehydratase family acting on nucleotide-sugars"
"PGF_08734867","PTS system, IIB component"
"PGF_00929663","PTS system, IIA component"
"PGF_06590429","Putative transcriptional antiterminator, BglG family / PTS system, IIA component"
"PGF_12719301","Transcriptional regulator, MarR family"
"PGF_00010049","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily"
"PGF_00017691","Luciferase-like monooxygenase YhbW"
"PGF_08102025","Putative membrane protein YeiH"
"PGF_00062143","Twin-arginine translocation protein TatCd"
"PGF_00062135","Twin-arginine translocation protein TatAy"
"PGF_06335969","Transcriptional regulator, Xre family"
"PGF_03476662","hypothetical protein"
"PGF_10548169","Efflux ABC transporter, permease protein"
"PGF_00017610","Low temperature requirement protein A"
"PGF_00020377","Metal-dependent hydrolase/cyclase"
"PGF_00426057","5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20) / Homolog of homocysteine-binding domain"
"PGF_03788463","Cystathionine beta-lyase (EC 4.4.1.8)"
"PGF_06429692","Uncharacterized protein CAC3725"
"PGF_12750711","hypothetical protein"
"PGF_08121676","Hypothetical SAR0365 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_00014897","Integrase, superantigen-encoding pathogenicity islands SaPI"
"PGF_03474712","hypothetical protein"
"PGF_03474707","hypothetical protein"
"PGF_03472611","Hypothetical SAR0369 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_03472157","Hypothetical SAV0787 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_03472642","Hypothetical SAR0372 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_00013027","Hypothetical SAV0789 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_00013028","Hypothetical SAV0790 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_03474463","Putative DNA helicase, superantigen-encoding pathogenicity islands SaPI"
"PGF_03474475","Hypothetical SAV0792 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_05922595","Hypothetical SAV0794 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_00013034","Hypothetical SAV0795 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_12764017","Pathogenicity island SaPIn1"
"PGF_03474402","Hypothetical SAV0798 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_03474395","Hypothetical SAV0799 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_00044337","Putative terminase, superantigen-encoding pathogenicity islands SaPI"
"PGF_00013036","Hypothetical SAV0801 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_06846367","Pathogenicity island SaPIn1"
"PGF_00094058","Hypothetical SAR0385 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_07469660","hypothetical protein"
"PGF_00013035","Hypothetical SAV0801 homolog in superantigen-encoding pathogenicity islands SaPI"
"PGF_12836853","hypothetical protein"
"PGF_06616064","hypothetical protein"
"PGF_03474792","hypothetical protein"
"PGF_03741671","Phosphoglycerate mutase family protein"
"PGF_03888286","FMN reductase (NADPH) (EC 1.5.1.38)"
"PGF_03474827","hypothetical protein"
"PGF_00066942","Xanthine phosphoribosyltransferase (EC 2.4.2.22)"
"PGF_00791353","Xanthine permease"
"PGF_03469478","hypothetical protein"
"PGF_04793132","hypothetical protein"
"PGF_00156369","Protein of unknown function DUF1304"
"PGF_00425180","Exotoxin 6"
"PGF_00425181","Exotoxin 7"
"PGF_00425176","Exotoxin 10"
"PGF_00425175","Exotoxin 1"
"PGF_00425177","Exotoxin 13"
"PGF_00425178","Exotoxin 4"
"PGF_03474796","Exotoxin 15"
"PGF_03464371","Hypothetical protein within Pathogenicity island SaPIn2"
"PGF_03469441","hypothetical protein"
"PGF_00056052","Tandem lipoprotein within Pathogenicity island"
"PGF_05567554","hypothetical protein"
"PGF_12802847","hypothetical protein"
"PGF_00159993","hypothetical protein"
"PGF_00069882","Zinc-binding GTPase YciC"
"PGF_04015876","hypothetical protein"
"PGF_00024575","NADH dehydrogenase, subunit 5"
"PGF_00013457","Hypothetical transmembrane protein coupled to NADH-ubiquinone oxidoreductase chain 5 homolog"
"PGF_00259339","Uncharacterized protein YbcI"
"PGF_03056128","hypothetical protein"
"PGF_00424829","Esterase/lipase family protein"
"PGF_03050375","hypothetical protein"
"PGF_01668148","Sodium-dependent transporter"
"PGF_00068679","Autolysin precursor"
"PGF_10519603","Acetyltransferase, GNAT family"
"PGF_00242238","YibE/F family protein"
"PGF_00057404","Transcription activator of glutamate synthase operon"
"PGF_02032393","Trehalose operon transcriptional repressor"
"PGF_00790395","Uncharacterized protein YaaO"
"PGF_00404866","protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis"
"PGF_00053991","Stage 0 sporulation protein YaaT"
"PGF_00421807","DNA replication intiation control protein YabA"
"PGF_09316422","UPF0213 protein YazA"
"PGF_00048566","Ribonuclease M5 (EC 3.1.26.8)"
"PGF_04481164","Veg protein"
"PGF_08093375","Diphosphocytidyl-sugar kinase"
"PGF_00038971","Pur operon repressor PurR"
"PGF_00422085","DNA-binding protein SpoVG"
"PGF_03469767","hypothetical protein"
"PGF_10409443","FIG006789: Stage V sporulation protein"
"PGF_00403691","possible tetrapyrrole methyltransferase domain / Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)"
"PGF_10324033","Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage"
"PGF_00046199","RNA binding protein, contains ribosomal protein S1 domain"
"PGF_02617052","Transcriptional regulator of pyridoxine metabolism / Pyridoxamine phosphate aminotransferase (EC 2.6.1.54)"
"PGF_00045788","Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), synthase subunit (EC 4.3.3.6)"
"PGF_00045787","Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)"
"PGF_10330358","Nucleoside permease NupC"
"PGF_03889881","Transcriptional regulator CtsR"
"PGF_03789030","Protein-arginine kinase activator protein McsA"
"PGF_04146410","Protein-arginine kinase McsB (EC 2.7.14.1)"
"PGF_03999196","ATP-dependent Clp protease, ATP-binding subunit ClpC"
"PGF_00020147","Membrane-associated protein containing RNA-binding TRAM domain and ribonuclease PIN-domain, YacL B.subtilis ortholog"
"PGF_00008337","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)"
"PGF_00598888","Mini-ribonuclease III"
"PGF_01752285","Uncharacterized protein YacP, similar to C-terminal domain of ribosome protection-type Tc-resistance proteins"
"PGF_06169752","hypothetical protein"
"PGF_06609275","LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent"
"PGF_00005245","Firmicutes ribosomal L7Ae family protein"
"PGF_10561625","N-acetyl-L,L-diaminopimelate deacetylase homolog"
"PGF_00013443","Hypothetical sugar kinase similar to L-Ribulokinase (FGGY family)"
"PGF_00016257","L-threonine 3-dehydrogenase (EC 1.1.1.103)"
"PGF_08113451","Hydrolase, haloacid dehalogenase-like family"
"PGF_00422910","Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxycytidine kinase (EC 2.7.1.74)"
"PGF_00422924","Deoxyguanosine kinase (EC 2.7.1.113)"
"PGF_02899915","Hydrolase, HAD superfamily"
"PGF_00035859","Predicted flavoprotein"
"PGF_00036096","Adhesin of unknown specificity SdrC"
"PGF_00036131","Adhesin of unknown specificity SdrE, similar to bone sialoprotein-binding protein Bbp"
"PGF_00037272","Probable poly(Glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)"
"PGF_00034569","Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)"
"PGF_00006983","GTP cyclohydrolase I (EC 3.5.4.16) type 2"
"PGF_00002451","N-acetylglucosaminyl-L-malate N-acetyl hydrolase"
"PGF_00002047","Uncharacterized protein YojF"
"PGF_00420894","D-arabino-3-hexulose 6-phosphate formaldehyde-lyase (EC 4.1.2.43)"
"PGF_02897110","6-phospho-3-hexuloisomerase (EC 5.3.1.27)"
"PGF_00010892","Haloacid dehalogenase-like hydrolase"
"PGF_03474816","hypothetical protein"
"PGF_00204743","hypothetical protein"
"PGF_00228106","hypothetical protein"
"PGF_00128973","hypothetical protein"
"PGF_00026300","Novel pyridoxal kinase, thiD family (EC 2.7.1.35)"
"PGF_03145797","UPF0382 membrane protein YwdK"
"PGF_00416816","Cationic amino acid transporter"
"PGF_00739009","Integral membrane protein"
"PGF_03474784","hypothetical protein"
"PGF_00419622","Coproheme decarboxylase HemQ (no EC)"
"PGF_00033197","Phosphate acetyltransferase (EC 2.3.1.8)"
"PGF_00026864","Octanoyl-[GcvH]:protein N-octanoyltransferase (EC 2.3.1.204)"
"PGF_04815798","Mevalonate kinase (EC 2.7.1.36)"
"PGF_00423613","Diphosphomevalonate decarboxylase (EC 4.1.1.33)"
"PGF_02154390","Phosphomevalonate kinase (EC 2.7.4.2)"
"PGF_00399685","DUF1450 superfamily protein"
"PGF_00072445","hypothetical fig|282458.1.peg.572 homolog"
"PGF_03475405","hypothetical protein"
"PGF_00072446","hypothetical fig|282458.1.peg.573 homolog"
"PGF_00411682","repetative hypothetical protein, fig|282458.1.peg.574 homolog"
"PGF_00028698","myo-inositol operon protein IolS"
"PGF_00072447","hypothetical fig|282458.1.peg.578 homolog"
"PGF_00072451","hypothetical fig|282458.1.peg.579 homolog"
"PGF_12884281","dNTP triphosphohydrolase, broad substrate specificity"
"PGF_00072452","Uncharacterized protein YwhD"
"PGF_00072453","hypothetical fig|282458.1.peg.583 homolog"
"PGF_00070958","endonuclease III domain protein"
"PGF_00015266","ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)"
"PGF_00015976","L-2-haloalkanoic acid dehalogenase"
"PGF_00035909","Predicted hydrolase"
"PGF_08027271","hypothetical protein"
"PGF_00072444","hypothetical esterase/lipase [EC:3.1.-.-]"
"PGF_00054140","Staphylococcal accessory regulator A (SarA)"
"PGF_10377946","Integral membrane protein"
"PGF_00127195","hypothetical protein"
"PGF_03475694","hypothetical protein"
"PGF_00421335","DNA integration/recombination/invertion protein"
"PGF_02167696","Na(+) H(+) antiporter subunit A"
"PGF_09755850","Na(+) H(+) antiporter subunit B"
"PGF_03754184","Na(+) H(+) antiporter subunit C"
"PGF_05424184","Na(+) H(+) antiporter subunit D"
"PGF_01446424","Na(+) H(+) antiporter subunit E"
"PGF_04156755","Na(+) H(+) antiporter subunit F"
"PGF_02740181","Na(+) H(+) antiporter subunit G"
"PGF_10361261","Na+/H+ antiporter"
"PGF_00019217","Manganese ABC transporter, periplasmic-binding protein SitA"
"PGF_00021968","Mn-dependent transcriptional regulator MntR"
"PGF_03416607","N-acetylmannosaminyltransferase (EC 2.4.1.187)"
"PGF_02896943","Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)"
"PGF_05772749","Teichoic acid translocation permease protein TagG"
"PGF_00748321","CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase"
"PGF_10527576","Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)"
"PGF_00420844","D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) / Penicillin binding protein PBP4"
"PGF_00045922","Pyrimidine nucleoside transporter"
"PGF_00815359","UPF0750 membrane protein YxkD"
"PGF_10567400","Ferrichrome transport ATP-binding protein FhuC"
"PGF_01756633","Ferrichrome transport system permease protein FhuB"
"PGF_00004586","Ferrichrome transport system permease protein FhuG"
"PGF_00033417","Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component"
"PGF_08480542","hypothetical protein"
"PGF_00017023","Lipase LipA"
"PGF_00095448","hypothetical protein"
"PGF_04861087","Two-component response regulator BceR"
"PGF_00062694","Two-component sensor histidine kinase BceS"
"PGF_00071264","Bacitracin export ATP-binding protein BceA"
"PGF_00799726","Bacitracin export permease protein BceB"
"PGF_01756668","UPF0111 protein YkaA, likely to be a phosphate transport regulator"
"PGF_00058772","Transcriptional regulator of biofilm formation (AraC/XylS family)"
"PGF_00518054","FIG018171: hypothetical protein of Cupin superfamily"
"PGF_03469815","hypothetical protein"
"PGF_03062308","Catabolite control protein E (CcpE), LysR family"
"PGF_00529109","Sugar efflux transpoter"
"PGF_12886158","putative membrane protein"
"PGF_01899098","Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family"
"PGF_10338297","hypothetical protein"
"PGF_10327108","hypothetical protein"
"PGF_00805754","hypothetical protein"
"PGF_07475842","Transposase, IS4 family"
"PGF_00047617","Replication protein Rep"
"PGF_00047624","Replication-associated protein"
"PGF_00395876","hypothetical protein"
"PGF_00952454","Transcriptional regulator, LysR family"
"PGF_02894955","Resolvase/integrase Bin"
"PGF_02905791","Multicopper oxidase"
"PGF_05718008","Cadmium-transporting ATPase (EC 3.6.3.3)"
"PGF_00416152","Cadmium efflux system accessory protein"
"PGF_00022177","Mobile element protein"
"PGF_02016712","Lysine decarboxylase family"
"PGF_00058624","Transcriptional regulator MgrA (Regulator of autolytic activity)"
"PGF_12692517","hypothetical protein"
"PGF_00053424","Sodium/di- and tricarboxylate cotransporter"
"PGF_03465297","hypothetical protein"
"PGF_00279927","hypothetical protein"
"PGF_12933917","MFS-type transporter quinolone resistance protein NorA"
"PGF_03379955","Transcriptional repressor of the fructose operon, DeoR family"
"PGF_00960048","PTS system, fructose-specific IIA component (EC 2.7.1.202) / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component"
"PGF_02818638","Hemolysins and related proteins containing CBS domains"
"PGF_00402268","oxidoreductase of aldo/keto reductase family, subgroup 1"
"PGF_00419719","CsbB stress response protein"
"PGF_00050641","Sensor histidine protein kinase SaeS (EC 2.7.13.3) (exoprotein expression protein S)"
"PGF_00047904","Response regulator SaeR (Staphylococcus exoprotein expression protein R)"
"PGF_00053000","Aminodeoxychorismate lyase (EC 4.1.3.38)"
"PGF_03472673","FIG025881: hypothetical protein in Ammonia conversion cluster"
"PGF_00017478","Lipoteichoic acid synthase LtaS Type Ib"
"PGF_03985749","Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)"
"PGF_08245073","Glycine betaine ABC transport system, permease protein OpuAB / Glycine betaine ABC transport system, glycine betaine-binding protein OpuAC"
"PGF_01985478","Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)"
"PGF_00039054","Putative 5'(3')-deoxyribonucleotidase (EC 3.1.3.-)"
"PGF_02746079","Transcription regulator [contains diacylglycerol kinase catalytic domain]"
"PGF_02030730","Di-tripeptide/cation symporter DtpT"
"PGF_03095216","Iron compound ABC uptake transporter permease protein"
"PGF_03011481","Iron compound ABC uptake transporter permease protein"
"PGF_00015274","Iron compound ABC uptake transporter ATP-binding protein"
"PGF_00969418","Iron compound ABC uptake transporter substrate-binding protein"
"PGF_01934082","Uncharacterized protein YtxJ"
"PGF_03463946","hypothetical protein"
"PGF_03937411","GGDEF domain protein"
"PGF_00426701","FIG005590: DegV family protein"
"PGF_00418737","ComF operon protein A, DNA transporter ATPase"
"PGF_00696203","Peptide chain release factor 2 @ programmed frameshift-containing"
"PGF_02931242","LysM domain protein"
"PGF_00026461","Nucleotidase YfbR, HD superfamily"
"PGF_04645019","HPr kinase/phosphorylase"
"PGF_00039997","Putative acetyltransferase YvoF"
"PGF_00055494","TPR domain protein"
"PGF_08005402","FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like"
"PGF_00425738","Sporulation transcription regulator WhiA"
"PGF_00018995","Malolactic enzyme (EC 1.-.-.-)"
"PGF_00417381","Central glycolytic genes regulator"
"PGF_00416535","Carboxyesterase precursor-like protein"
"PGF_00262918","hypothetical protein"
"PGF_00013037","Hypothetical SAV0808 homolog, near pathogenicity islands SaPI att-site"
"PGF_00287462","hypothetical protein"
"PGF_00127772","hypothetical protein"
"PGF_00418158","Clumping factor ClfA, fibrinogen-binding protein"
"PGF_00425231","Extracellular ECM and plasma binding protein Emp"
"PGF_00013406","Hypothetical protein, similarity with von Willebrand factor-binding VWbp"
"PGF_00032917","Phage-encoded chromosome degrading nuclease YokF"
"PGF_02049468","Cold shock protein of CSP family"
"PGF_03477091","hypothetical protein"
"PGF_00079060","hypothetical protein"
"PGF_00178069","hypothetical protein"
"PGF_03466201","hypothetical protein"
"PGF_00262347","hypothetical protein"
"PGF_03205883","Putative amino-acid transporter YisU, LysE family"
"PGF_03469437","hypothetical protein"
"PGF_07654591","Organic hydroperoxide resistance protein"
"PGF_06195014","Putative nitroreductase family protein SACOL0874"
"PGF_00056802","Thioredoxin-like protein YdbP"
"PGF_00057279","Toprim domain protein"
"PGF_03280882","Thioredoxin"
"PGF_03793906","FIG028593: membrane protein"
"PGF_00041788","Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2"
"PGF_03469666","hypothetical protein"
"PGF_03462265","Putative oxidoreductase YrpB, nitronate monooxygenase family"
"PGF_00236102","UPF0759 protein YunF"
"PGF_00345079","UPF0721 transmembrane protein YunE"
"PGF_04024952","5'-nucleotidase family protein in cluster with NagD-like phosphatase"
"PGF_03027854","Hypothetical DUF1027 domain protein"
"PGF_00070561","BH3430 unknown conserved protein"
"PGF_00667256","Hypothetical NagD-like phosphatase"
"PGF_02710247","Glyoxylate reductase (EC 1.1.1.79) @ Glyoxylate reductase (EC 1.1.1.26) @ Hydroxypyruvate reductase (EC 1.1.1.81)"
"PGF_00299296","Component involved in D-alanylation of teichoic acids"
"PGF_00420806","D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13)"
"PGF_00420819","D-alanyl transfer protein DltB"
"PGF_00420810","D-alanine--poly(phosphoribitol) ligase ACP subunit (EC 6.1.1.13)"
"PGF_04947330","Poly(glycerophosphate chain) D-alanine transfer protein DltD"
"PGF_10323639","NifU-like domain protein"
"PGF_00067418","YuzD-like protein"
"PGF_00063162","Type 2 NADH dehydrogenase (EC 1.6.99.3)"
"PGF_12745086","Uncharacterized protein SufA"
"PGF_05745411","hypothetical protein"
"PGF_00007479","General stress protein 13"
"PGF_03007072","Putative NADH-dependent flavin oxidoreductase"
"PGF_00024505","NAD-specific glutamate dehydrogenase (EC 1.4.1.2)"
"PGF_03091958","hypothetical protein"
"PGF_06122323","ATP-dependent helicase/nuclease AddAB, subunit B"
"PGF_00019221","ATP-dependent helicase/nuclease AddAB, subunit A"
"PGF_04882920","Fumarylacetoacetate hydrolase family protein"
"PGF_00065372","Uncharacterized protein UPF0344"
"PGF_10523811","CoA-disulfide reductase (EC 1.8.1.14)"
"PGF_02905288","FIG002540: Haloacid dehalogenase-like hydrolase"
"PGF_06661068","PaaD-like protein (DUF59) involved in Fe-S cluster assembly"
"PGF_00039565","Putative O-acetyltransferase SAS0844 (EC 2.3.1.-)"
"PGF_06010615","hypothetical protein"
"PGF_03469499","Putative uncharacterized protein MW0861"
"PGF_02036145","Phospholipid-binding protein YxkA"
"PGF_03469435","Similar to cell surface protein Map-w"
"PGF_01317698","hypothetical protein"
"PGF_05798659","hypothetical protein"
"PGF_02019584","Regulatory protein Spx"
"PGF_07320841","ClpCP protease substrate adapter protein MecA"
"PGF_02152172","Competence protein CoiA"
"PGF_00401883","Oligoendopeptidase F"
"PGF_00425662","FIG00002411: Thioredoxin-fold protein"
"PGF_03681316","Hemoglobin-like protein HbO"
"PGF_02020240","Adenylate cyclase (EC 4.6.1.1)"
"PGF_00356928","UPF0738 protein YjbL"
"PGF_00007007","GTP pyrophosphokinase (EC 2.7.6.5)"
"PGF_10396914","Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type"
"PGF_04560429","Mg/Co/Ni transporter MgtE, CBS domain-containing"
"PGF_00242657","UPF0118 membrane protein SAV1012"
"PGF_03111291","Putative sodium/proton-dependent alanine carrier protein YrbD"
"PGF_00039842","Putative acetyl esterase YjcH (EC 3.1.1.-)"
"PGF_03474599","hypothetical protein"
"PGF_03474600","hypothetical protein"
"PGF_00416025","2H phosphoesterase superfamily protein Bsu1186 (yjcG)"
"PGF_00037459","Processive diacylglycerol beta-glucosyltransferase (EC 2.4.1.315)"
"PGF_00064034","UDP-N-acetylmuramoy-dipeptide--L-lysine ligase (EC 6.3.2.7)"
"PGF_03469425","hypothetical protein"
"PGF_00057290","Toxic anion resistance protein"
"PGF_01162199","Serine protease, DegP/HtrA, do-like (EC 3.4.21.-)"
"PGF_00234864","KtrCD potassium uptake system, integral membrane component KtrD"
"PGF_00418799","Competence transcription factor"
"PGF_00794283","hypothetical protein"
"PGF_12719682","hypothetical protein"
"PGF_10611317","hypothetical protein"
"PGF_00042113","Putative membrane-spanning protein"
"PGF_03472813","hypothetical protein"
"PGF_00011292","Heme ABC type transporter HtsABC, heme-binding protein"
"PGF_03468751","Acetyltransferase (GNAT family) SAS0976"
"PGF_00054138","Staphostatin B"
"PGF_00054137","Staphopain B precursor (EC 3.4.22.-)"
"PGF_00008332","Glutamyl endopeptidase precursor (EC 3.4.21.19), serine proteinase SspA"
"PGF_00023719","N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)"
"PGF_01579049","putative membrane protein"
"PGF_00776526","Putative ATL autolysin transcription regulator"
"PGF_00023881","N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) / Endo-beta-N-acetylglucosaminidase (EC 3.2.1.96) @ Bifunctional autolysin Atl"
"PGF_00842391","GNAT family acetyltransferase YjcF"
"PGF_00417153","Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2"
"PGF_00006071","FmtA protein involved in methicillin resistance"
"PGF_00420218","Cytochrome aa3-600 menaquinol oxidase subunit IV"
"PGF_00420217","Cytochrome aa3-600 menaquinol oxidase subunit III"
"PGF_00420215","Cytochrome aa3-600 menaquinol oxidase subunit I"
"PGF_00420216","Cytochrome aa3-600 menaquinol oxidase subunit II"
"PGF_00417618","Chitinase B"
"PGF_07957805","Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)"
"PGF_00033959","Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)"
"PGF_00033961","Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)"
"PGF_00060533","Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"PGF_05690115","Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"PGF_00924363","Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine"
"PGF_00704929","hypothetical protein"
"PGF_00043821","Putative ribosomal RNA large subunit methyltransferase YwbD"
"PGF_10319102","hypothetical protein"
"PGF_00420574","Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)"
"PGF_02993851","KtrCD potassium uptake system, peripheral membrane component KtrC"
"PGF_06948372","hypothetical protein"
"PGF_00048564","Ribonuclease J1 (endonuclease and 5' exonuclease)"
"PGF_00038255","Protein of unknown function DUF1447"
"PGF_00502238","Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)"
"PGF_03145455","Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)"
"PGF_05197855","Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)"
"PGF_02011114","UPF0223 protein YktA"
"PGF_00195855","Transcriptional regulator, MerR family, near polyamine transporter"
"PGF_03469438","hypothetical protein"
"PGF_00346814","DUF1054 superfamily protein"
"PGF_02437461","hypothetical protein"
"PGF_02930210","Uncharacterized protein YlaI"
"PGF_07769381","hypothetical protein"
"PGF_00419414","UPF0358 protein YlaN"
"PGF_08149255","FtsW-like protein YlaO"
"PGF_00045963","Pyruvate carboxylase (EC 6.4.1.1)"
"PGF_08228522","Terminal oxidase biogenesis protein CtaM, putative heme A, heme O chaperone"
"PGF_00689473","Allergen V5/Tpx-1 related"
"PGF_03005224","ComK regulator"
"PGF_00226846","hypothetical protein"
"PGF_03463878","hypothetical protein"
"PGF_00000196","UPF0348 protein family"
"PGF_00016404","LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-dependent"
"PGF_03469197","Cell surface receptor IsdB for hemoglobin and hemoglobin-haptoglobin complexes"
"PGF_03469440","Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC"
"PGF_00025048","NPQTN cell wall anchored protein IsdC"
"PGF_03467433","Heme transporter IsdDEF, membrane component IsdD"
"PGF_04454692","Heme transporter IsdDEF, permease component IsdF"
"PGF_00025050","NPQTN specific sortase B"
"PGF_03474846","hypothetical protein"
"PGF_07411046","Uncharacterized RNA methyltransferase YsgA"
"PGF_00048557","Ribonuclease HIII (EC 3.1.26.4)"
"PGF_00418664","Colicin V production protein"
"PGF_00421624","DNA polymerase X family"
